Date,Open,High,Low,Close,Adj Close,Volume
2006-07-11,126.610001,127.410004,125.940002,127.410004,127.410004,73640800
2006-07-12,127.150002,127.400002,125.720001,126.050003,126.050003,82561300
2006-07-13,125.449997,125.680000,124.000000,124.000000,124.000000,102405700
2006-07-14,124.129997,124.260002,122.830002,123.519997,123.519997,103242500
2006-07-17,123.519997,124.099998,123.150002,123.339996,123.339996,81159000
2006-07-18,123.709999,124.050003,122.389999,123.970001,123.970001,122771000
2006-07-19,124.180000,126.260002,123.720001,125.690002,125.690002,133565300
2006-07-20,126.120003,126.300003,124.660004,124.830002,124.830002,112259800
2006-07-21,125.150002,125.190002,123.820000,123.949997,123.949997,101560000
2006-07-24,124.440002,126.320000,124.440002,126.209999,126.209999,92884000
2006-07-25,125.980003,127.300003,125.720001,126.660004,126.660004,95480700
2006-07-26,126.589996,127.449997,126.180000,126.830002,126.830002,84525800
2006-07-27,127.379997,127.690002,126.199997,126.709999,126.709999,87257100
2006-07-28,127.040001,128.139999,126.860001,127.980003,127.980003,82137000
2006-07-31,127.660004,127.959999,127.449997,127.849998,127.849998,49593100
2006-08-01,127.339996,127.379997,126.599998,127.220001,127.220001,65225600
2006-08-02,127.580002,128.460007,127.550003,128.080002,128.080002,64770900
2006-08-03,127.339996,128.550003,127.150002,128.419998,128.419998,63693800
2006-08-04,129.080002,129.429993,127.480003,128.199997,128.199997,96294200
2006-08-07,127.900002,128.080002,127.400002,127.900002,127.900002,45377300
2006-08-08,128.089996,128.460007,126.949997,127.410004,127.410004,90901300
2006-08-09,128.179993,128.600006,126.610001,126.980003,126.980003,78910600
2006-08-10,126.580002,127.500000,126.279999,127.370003,127.370003,69322300
2006-08-11,127.169998,127.199997,126.389999,127.010002,127.010002,47482200
2006-08-14,127.629997,128.160004,126.919998,127.110001,127.110001,57839000
2006-08-15,128.250000,128.869995,127.900002,128.630005,128.630005,68143000
2006-08-16,129.320007,129.889999,129.039993,129.699997,129.699997,71737600
2006-08-17,129.580002,130.369995,129.490005,130.029999,130.029999,70992800
2006-08-18,130.190002,130.690002,129.589996,130.690002,130.690002,58288400
2006-08-21,130.179993,130.279999,129.800003,130.130005,130.130005,42133600
2006-08-22,129.990005,130.520004,129.679993,130.119995,130.119995,60839900
2006-08-23,130.179993,130.440002,129.190002,129.759995,129.759995,66592100
2006-08-24,129.990005,130.100006,129.399994,129.649994,129.649994,57983000
2006-08-25,129.639999,130.250000,129.550003,129.809998,129.809998,41756000
2006-08-28,129.649994,130.820007,129.639999,130.429993,130.429993,52681500
2006-08-29,130.490005,130.830002,129.809998,130.580002,130.580002,61817800
2006-08-30,130.869995,131.039993,130.550003,130.660004,130.660004,50052200
2006-08-31,130.850006,130.990005,130.580002,130.639999,130.639999,37510300
2006-09-01,131.139999,131.580002,130.839996,131.419998,131.419998,48794500
2006-09-05,131.509995,131.850006,131.199997,131.669998,131.669998,52348300
2006-09-06,131.110001,131.160004,130.330002,130.509995,130.509995,53795600
2006-09-07,130.059998,130.570007,129.350006,129.910004,129.910004,86269400
2006-09-08,130.080002,130.460007,129.830002,130.279999,130.279999,45096300
2006-09-11,129.860001,130.690002,129.479996,130.410004,130.410004,68496600
2006-09-12,130.559998,131.839996,130.369995,131.690002,131.690002,69875600
2006-09-13,131.639999,132.449997,131.520004,132.220001,132.220001,62898400
2006-09-14,131.960007,132.240005,131.750000,132.229996,132.229996,57805400
2006-09-15,132.309998,132.389999,131.679993,131.960007,131.960007,76703100
2006-09-18,131.789993,132.389999,131.649994,132.139999,132.139999,64154100
2006-09-19,132.119995,132.130005,131.070007,131.809998,131.809998,92089100
2006-09-20,132.250000,132.770004,132.059998,132.509995,132.509995,75204100
2006-09-21,132.610001,132.750000,131.419998,131.869995,131.869995,88932500
2006-09-22,131.669998,131.679993,131.000000,131.470001,131.470001,65966800
2006-09-25,131.729996,132.850006,131.050003,132.479996,132.479996,92299100
2006-09-26,132.500000,133.600006,132.399994,133.580002,133.580002,73962700
2006-09-27,133.490005,133.970001,133.270004,133.740005,133.740005,82432200
2006-09-28,133.740005,133.990005,133.279999,133.690002,133.690002,58597500
2006-09-29,133.800003,133.940002,133.479996,133.580002,133.580002,47966600
2006-10-02,133.539993,133.830002,132.949997,133.080002,133.080002,51687400
2006-10-03,132.889999,133.869995,132.649994,133.360001,133.360001,73108100
2006-10-04,133.229996,135.000000,133.080002,134.919998,134.919998,80890500
2006-10-05,134.919998,135.410004,134.750000,135.179993,135.179993,60505900
2006-10-06,134.949997,135.100006,134.399994,135.009995,135.009995,64983600
2006-10-09,134.850006,135.300003,134.639999,135.089996,135.089996,41176800
2006-10-10,135.100006,135.449997,134.839996,135.270004,135.270004,56403700
2006-10-11,134.839996,135.429993,134.300003,135.110001,135.110001,104071800
2006-10-12,135.449997,136.389999,135.399994,136.279999,136.279999,59158600
2006-10-13,136.160004,136.710007,136.039993,136.630005,136.630005,53944000
2006-10-16,136.520004,137.050003,136.419998,136.839996,136.839996,42273000
2006-10-17,136.470001,136.699997,135.669998,136.410004,136.410004,90500600
2006-10-18,137.039993,137.369995,136.100006,136.589996,136.589996,86848600
2006-10-19,136.389999,136.880005,136.229996,136.809998,136.809998,64063200
2006-10-20,136.839996,136.949997,136.330002,136.839996,136.839996,48094500
2006-10-23,136.559998,137.800003,136.389999,137.470001,137.470001,66219900
2006-10-24,137.279999,137.929993,137.220001,137.880005,137.880005,53234900
2006-10-25,137.740005,138.410004,137.509995,138.350006,138.350006,78105400
2006-10-26,138.660004,139.000000,137.979996,138.779999,138.779999,66843700
2006-10-27,138.610001,138.750000,137.630005,137.910004,137.910004,80238000
2006-10-30,137.660004,138.199997,137.399994,137.809998,137.809998,49717800
2006-10-31,138.070007,138.259995,137.250000,137.789993,137.789993,71274100
2006-11-01,138.220001,138.309998,136.720001,136.860001,136.860001,83005600
2006-11-02,136.509995,137.009995,136.360001,136.779999,136.779999,60693100
2006-11-03,137.270004,137.389999,135.619995,136.539993,136.539993,71346400
2006-11-06,136.960007,138.279999,136.949997,138.080002,138.080002,63303300
2006-11-07,138.199997,138.979996,138.000000,138.610001,138.610001,63318900
2006-11-08,138.000000,139.050003,136.860001,138.910004,138.910004,87517800
2006-11-09,139.009995,139.139999,137.899994,138.179993,138.179993,95916300
2006-11-10,138.139999,138.339996,137.720001,138.240005,138.240005,48991500
2006-11-13,138.179993,139.039993,138.070007,138.580002,138.580002,59398200
2006-11-14,138.970001,139.740005,138.119995,139.619995,139.619995,96704000
2006-11-15,139.570007,140.449997,139.529999,140.020004,140.020004,76509600
2006-11-16,140.440002,140.679993,139.490005,140.380005,140.380005,76728800
2006-11-17,139.929993,140.429993,139.729996,140.419998,140.419998,56353800
2006-11-20,140.300003,140.740005,139.940002,140.500000,140.500000,69174200
2006-11-21,140.490005,140.669998,140.289993,140.639999,140.639999,51367900
2006-11-22,140.750000,141.160004,140.500000,140.919998,140.919998,45505300
2006-11-24,140.240005,140.839996,140.199997,140.350006,140.350006,30998000
2006-11-27,140.279999,140.350006,138.380005,138.419998,138.419998,84545100
2006-11-28,138.240005,139.160004,138.110001,139.020004,139.020004,106652900
2006-11-29,139.470001,140.529999,139.080002,140.470001,140.470001,90034900
2006-11-30,140.440002,141.050003,139.759995,140.529999,140.529999,83994300
2006-12-01,140.529999,140.660004,138.970001,140.220001,140.220001,126080000
2006-12-04,140.250000,141.550003,140.229996,141.289993,141.289993,87813200
2006-12-05,141.559998,141.960007,141.259995,141.899994,141.899994,73374400
2006-12-06,141.869995,142.070007,141.500000,141.779999,141.779999,53253200
2006-12-07,142.029999,142.300003,141.110001,141.160004,141.160004,62857400
2006-12-08,141.130005,141.899994,140.779999,141.419998,141.419998,79625500
2006-12-11,141.419998,142.089996,141.339996,141.830002,141.830002,39779400
2006-12-12,141.690002,141.869995,140.889999,141.720001,141.720001,77451600
2006-12-13,142.229996,142.339996,141.559998,141.869995,141.869995,55520200
2006-12-14,141.860001,143.240005,141.839996,143.119995,143.119995,64755200
2006-12-15,142.639999,142.889999,142.240005,142.339996,142.339996,70857400
2006-12-18,142.539993,142.880005,141.750000,141.949997,141.949997,48954600
2006-12-19,141.550003,142.559998,141.190002,142.220001,142.220001,65023600
2006-12-20,142.279999,142.660004,142.009995,142.139999,142.139999,41469600
2006-12-21,142.270004,142.429993,141.320007,141.619995,141.619995,48698400
2006-12-22,141.639999,141.649994,140.669998,140.750000,140.750000,62069100
2006-12-26,140.809998,141.610001,140.779999,141.580002,141.580002,32696900
2006-12-27,141.869995,142.600006,141.830002,142.509995,142.509995,39727100
2006-12-28,142.410004,142.699997,141.990005,142.210007,142.210007,37288800
2006-12-29,142.059998,142.539993,141.429993,141.619995,141.619995,45461200
2007-01-03,142.250000,142.860001,140.570007,141.369995,141.369995,94807600
2007-01-04,141.229996,142.050003,140.610001,141.669998,141.669998,69620600
2007-01-05,141.330002,141.399994,140.380005,140.539993,140.539993,76645300
2007-01-08,140.820007,141.410004,140.250000,141.190002,141.190002,71655000
2007-01-09,141.309998,141.600006,140.399994,141.070007,141.070007,75680100
2007-01-10,140.580002,141.570007,140.300003,141.539993,141.539993,72428000
2007-01-11,141.580002,142.619995,141.500000,142.160004,142.160004,54476800
2007-01-12,142.149994,143.240005,142.110001,143.240005,143.240005,55370600
2007-01-16,143.070007,143.440002,142.729996,142.960007,142.960007,44871300
2007-01-17,142.850006,143.460007,142.729996,143.020004,143.020004,50241400
2007-01-18,143.169998,143.259995,142.309998,142.539993,142.539993,68177300
2007-01-19,142.539993,143.100006,142.460007,142.820007,142.820007,56973000
2007-01-22,143.070007,143.100006,141.929993,142.380005,142.380005,60253600
2007-01-23,142.259995,143.080002,142.059998,142.800003,142.800003,54064400
2007-01-24,142.970001,143.979996,142.910004,143.949997,143.949997,55834700
2007-01-25,143.860001,143.919998,142.009995,142.259995,142.259995,73583800
2007-01-26,142.570007,142.649994,141.580002,142.130005,142.130005,67255600
2007-01-29,142.190002,142.800003,141.740005,142.050003,142.050003,66114600
2007-01-30,142.350006,142.860001,142.059998,142.789993,142.789993,70407600
2007-01-31,142.630005,144.130005,142.399994,143.750000,143.750000,91868600
2007-02-01,144.149994,144.660004,143.910004,144.610001,144.610001,69312400
2007-02-02,144.729996,144.949997,144.380005,144.809998,144.809998,49607000
2007-02-05,144.699997,144.940002,144.339996,144.850006,144.850006,45705300
2007-02-06,144.970001,145.029999,144.330002,144.889999,144.889999,57081300
2007-02-07,145.119995,145.360001,144.570007,145.210007,145.210007,55669700
2007-02-08,144.779999,145.119995,144.270004,145.020004,145.020004,70641000
2007-02-09,145.059998,145.330002,143.389999,143.940002,143.940002,79084400
2007-02-12,143.940002,144.039993,143.190002,143.449997,143.449997,65657000
2007-02-13,143.770004,144.899994,143.759995,144.660004,144.660004,64081800
2007-02-14,144.800003,145.899994,144.779999,145.610001,145.610001,66039400
2007-02-15,145.669998,145.949997,145.429993,145.800003,145.800003,38715200
2007-02-16,145.440002,145.759995,145.229996,145.729996,145.729996,39841800
2007-02-20,145.559998,146.199997,145.000000,146.039993,146.039993,56911800
2007-02-21,145.610001,146.070007,145.350006,145.979996,145.979996,63971600
2007-02-22,146.050003,146.419998,145.169998,145.869995,145.869995,79067400
2007-02-23,145.740005,145.789993,145.029999,145.300003,145.300003,71966200
2007-02-26,145.830002,145.949997,144.750000,145.169998,145.169998,69192800
2007-02-27,143.880005,144.199997,139.000000,139.500000,139.500000,274466500
2007-02-28,140.389999,141.979996,139.800003,140.929993,140.929993,177536300
2007-03-01,139.339996,141.250000,138.050003,140.509995,140.509995,212828600
2007-03-02,140.050003,140.660004,138.660004,138.669998,138.669998,162574000
2007-03-05,137.929993,139.580002,137.330002,137.350006,137.350006,143750400
2007-03-06,138.779999,140.119995,137.720001,139.699997,139.699997,143333300
2007-03-07,139.589996,140.460007,139.399994,139.559998,139.559998,115144900
2007-03-08,140.539993,141.160004,140.070007,140.740005,140.740005,117891600
2007-03-09,141.309998,141.419998,140.080002,140.779999,140.779999,107765100
2007-03-12,140.419998,141.339996,140.160004,140.990005,140.990005,80366900
2007-03-13,140.179993,140.770004,138.039993,138.250000,138.250000,190605200
2007-03-14,138.429993,139.360001,136.750000,139.279999,139.279999,231853800
2007-03-15,138.970001,139.990005,138.800003,139.470001,139.470001,132435900
2007-03-16,139.309998,139.630005,138.119995,138.529999,138.529999,121531600
2007-03-19,139.259995,140.330002,139.149994,140.199997,140.199997,96161200
2007-03-20,140.080002,141.050003,139.960007,140.970001,140.970001,82147400
2007-03-21,141.100006,143.649994,140.820007,143.289993,143.289993,152368700
2007-03-22,143.479996,143.679993,142.789993,143.179993,143.179993,118942200
2007-03-23,143.279999,143.809998,143.149994,143.389999,143.389999,74416800
2007-03-26,143.500000,143.649994,142.089996,143.199997,143.199997,113787500
2007-03-27,143.119995,143.160004,142.389999,142.860001,142.860001,99864600
2007-03-28,142.139999,142.470001,141.259995,141.820007,141.820007,152907900
2007-03-29,142.539993,142.610001,141.190002,141.970001,141.970001,139432700
2007-03-30,142.240005,142.839996,140.559998,142.000000,142.000000,128194100
2007-04-02,142.160004,142.460007,141.479996,142.160004,142.160004,79416400
2007-04-03,142.970001,143.979996,142.910004,143.690002,143.690002,82417800
2007-04-04,143.690002,143.949997,143.160004,143.850006,143.850006,63995200
2007-04-05,143.669998,144.440002,143.610001,144.240005,144.240005,46822800
2007-04-09,144.649994,144.800003,144.149994,144.440002,144.440002,50967400
2007-04-10,144.330002,144.850006,144.270004,144.610001,144.610001,56620000
2007-04-11,144.820007,144.860001,143.539993,144.020004,144.020004,106365700
2007-04-12,143.740005,144.919998,143.339996,144.660004,144.660004,115534400
2007-04-13,144.899994,145.320007,144.360001,145.320007,145.320007,84287000
2007-04-16,145.830002,146.860001,145.820007,146.699997,146.699997,83064600
2007-04-17,146.970001,147.399994,146.649994,147.089996,147.089996,108424100
2007-04-18,146.600006,147.699997,146.570007,147.270004,147.270004,88345300
2007-04-19,146.550003,147.399994,146.360001,147.229996,147.229996,102947700
2007-04-20,148.220001,148.619995,147.039993,148.619995,148.619995,124114100
2007-04-23,148.369995,148.729996,147.970001,148.059998,148.059998,77270800
2007-04-24,148.229996,148.399994,147.320007,148.119995,148.119995,114471000
2007-04-25,148.729996,149.660004,148.020004,149.479996,149.479996,108418800
2007-04-26,149.490005,149.800003,149.100006,149.649994,149.649994,88741600
2007-04-27,149.089996,149.740005,148.839996,149.529999,149.529999,108191100
2007-04-30,149.639999,149.740005,148.210007,148.289993,148.289993,100874100
2007-05-01,148.419998,149.470001,147.669998,148.669998,148.669998,134342700
2007-05-02,148.899994,149.949997,148.750000,149.539993,149.539993,87129800
2007-05-03,149.970001,150.399994,149.729996,150.350006,150.350006,86569700
2007-05-04,150.750000,151.119995,150.220001,150.919998,150.919998,96409000
2007-05-07,150.880005,151.199997,150.809998,150.949997,150.949997,63461400
2007-05-08,150.580002,150.919998,150.130005,150.750000,150.750000,80584000
2007-05-09,150.639999,152.820007,150.369995,151.160004,151.160004,102070100
2007-05-10,150.729996,151.020004,149.270004,149.580002,149.580002,153617800
2007-05-11,149.750000,150.929993,149.720001,150.860001,150.860001,113408900
2007-05-14,150.860001,151.300003,149.789993,150.529999,150.529999,108027500
2007-05-15,150.699997,151.660004,150.190002,150.570007,150.570007,180673300
2007-05-16,150.800003,151.630005,150.380005,151.600006,151.600006,114166500
2007-05-17,151.380005,151.960007,151.110001,151.300003,151.300003,101132800
2007-05-18,152.009995,152.619995,151.809998,152.619995,152.619995,99182000
2007-05-21,152.580002,153.229996,152.500000,152.539993,152.539993,174664600
2007-05-22,152.699997,153.160004,152.380005,152.419998,152.419998,82148800
2007-05-23,152.949997,153.500000,152.360001,152.440002,152.440002,133786600
2007-05-24,152.529999,153.210007,150.740005,151.059998,151.059998,187593000
2007-05-25,151.500000,152.020004,151.179993,151.690002,151.690002,83309200
2007-05-29,151.940002,152.500000,151.449997,152.240005,152.240005,82020000
2007-05-30,151.460007,153.539993,151.339996,153.479996,153.479996,129013600
2007-05-31,153.669998,153.889999,153.119995,153.320007,153.320007,114866700
2007-06-01,153.880005,154.399994,153.509995,154.080002,154.080002,107771700
2007-06-04,153.539993,154.389999,153.479996,154.100006,154.100006,78008800
2007-06-05,153.740005,153.899994,152.860001,153.490005,153.490005,126917900
2007-06-06,152.860001,152.949997,151.750000,151.839996,151.839996,164096800
2007-06-07,151.559998,152.500000,149.059998,149.100006,149.100006,232414600
2007-06-08,149.580002,151.190002,149.089996,151.039993,151.039993,175886000
2007-06-11,150.929993,151.949997,150.699997,151.300003,151.300003,102015600
2007-06-12,150.669998,151.539993,149.550003,149.649994,149.649994,233898000
2007-06-13,150.500000,152.070007,149.720001,151.889999,151.889999,193208200
2007-06-14,152.059998,153.119995,152.029999,152.860001,152.860001,146396500
2007-06-15,153.139999,153.660004,152.929993,153.070007,153.070007,154030800
2007-06-18,153.380005,153.389999,152.660004,152.889999,152.889999,88537500
2007-06-19,152.550003,153.380005,152.360001,153.270004,153.270004,110851700
2007-06-20,153.580002,153.580002,150.960007,151.139999,151.139999,177119700
2007-06-21,151.080002,152.110001,150.250000,151.979996,151.979996,205262000
2007-06-22,151.520004,151.770004,149.850006,150.550003,150.550003,204964700
2007-06-25,150.240005,151.250000,149.020004,149.830002,149.830002,232014400
2007-06-26,150.210007,150.460007,148.279999,148.289993,148.289993,198445700
2007-06-27,148.130005,150.570007,148.059998,150.399994,150.399994,213638000
2007-06-28,150.380005,151.410004,149.669998,150.380005,150.380005,157705000
2007-06-29,150.899994,151.649994,149.149994,150.429993,150.429993,199701800
2007-07-02,150.869995,151.919998,150.770004,151.789993,151.789993,103357000
2007-07-03,152.179993,152.500000,151.990005,152.339996,152.339996,54048400
2007-07-05,152.399994,152.559998,151.630005,152.179993,152.179993,89279000
2007-07-06,152.380005,153.169998,151.929993,152.979996,152.979996,81109000
2007-07-09,153.160004,153.360001,152.619995,153.100006,153.100006,72348100
2007-07-10,152.289993,152.610001,150.770004,150.919998,150.919998,180362600
2007-07-11,150.750000,152.050003,150.520004,151.990005,151.990005,175607600
2007-07-12,152.369995,154.750000,152.339996,154.389999,154.389999,133882500
2007-07-13,154.570007,155.460007,154.389999,154.850006,154.850006,111794300
2007-07-16,154.990005,155.529999,154.580002,154.830002,154.830002,98378700
2007-07-17,154.929993,155.479996,154.679993,154.750000,154.750000,126201300
2007-07-18,154.229996,154.800003,153.300003,154.470001,154.470001,237887400
2007-07-19,155.199997,155.529999,154.750000,155.070007,155.070007,145212700
2007-07-20,154.889999,154.990005,152.830002,153.500000,153.500000,245502500
2007-07-23,154.179993,154.720001,153.300003,153.970001,153.970001,121183900
2007-07-24,153.119995,154.279999,150.759995,151.300003,151.300003,256732400
2007-07-25,152.020004,152.389999,150.250000,151.610001,151.610001,265214500
2007-07-26,150.190002,150.800003,146.389999,148.020004,148.020004,467592500
2007-07-27,148.210007,148.869995,145.050003,145.110001,145.110001,422987600
2007-07-30,145.929993,147.809998,145.289993,147.380005,147.380005,283017500
2007-07-31,148.330002,149.460007,145.039993,145.720001,145.720001,316976700
2007-08-01,145.179993,147.009995,143.949997,146.429993,146.429993,467670000
2007-08-02,146.759995,147.759995,145.259995,147.600006,147.600006,294758400
2007-08-03,147.279999,147.580002,143.199997,143.800003,143.800003,359398200
2007-08-06,144.210007,146.830002,142.529999,146.210007,146.210007,324980000
2007-08-07,145.940002,149.000000,145.229996,147.770004,147.770004,232568700
2007-08-08,148.410004,150.589996,147.339996,149.830002,149.830002,274930600
2007-08-09,147.429993,148.949997,145.289993,145.389999,145.389999,357622100
2007-08-10,144.389999,146.500000,143.119995,144.710007,144.710007,411018400
2007-08-13,146.500000,146.889999,145.020004,145.229996,145.229996,181917200
2007-08-14,145.699997,146.059998,142.720001,143.009995,143.009995,264134500
2007-08-15,142.720001,144.460007,140.619995,141.039993,141.039993,323834000
2007-08-16,139.789993,142.940002,137.000000,142.100006,142.100006,546743700
2007-08-17,145.500000,145.809998,141.389999,144.710007,144.710007,388218100
2007-08-20,145.169998,145.470001,143.289993,144.639999,144.639999,187320400
2007-08-21,144.600006,145.970001,144.139999,144.929993,144.929993,157066400
2007-08-22,146.009995,146.800003,145.330002,146.649994,146.649994,173156700
2007-08-23,147.339996,147.649994,145.610001,146.520004,146.520004,203915300
2007-08-24,146.479996,148.330002,146.279999,148.330002,148.330002,128901900
2007-08-27,147.850006,148.330002,146.729996,146.949997,146.949997,113024300
2007-08-28,146.160004,146.250000,143.460007,143.720001,143.720001,219790700
2007-08-29,144.369995,146.740005,143.960007,146.539993,146.539993,207654200
2007-08-30,145.449997,147.190002,145.309998,146.149994,146.149994,191817300
2007-08-31,147.649994,148.500000,146.830002,147.589996,147.589996,185477500
2007-09-04,147.449997,149.979996,147.399994,149.080002,149.080002,120062000
2007-09-05,148.199997,148.360001,147.000000,147.789993,147.789993,166261800
2007-09-06,147.949997,148.610001,147.119995,148.130005,148.130005,127878400
2007-09-07,146.479996,146.889999,145.259995,146.070007,146.070007,235447600
2007-09-10,146.520004,146.720001,144.330002,145.789993,145.789993,192305900
2007-09-11,146.240005,147.699997,146.130005,147.490005,147.490005,162081900
2007-09-12,147.289993,148.440002,146.979996,147.869995,147.869995,149554600
2007-09-13,148.550003,149.449997,148.199997,148.910004,148.910004,154079000
2007-09-14,147.960007,149.089996,147.740005,148.899994,148.899994,121911000
2007-09-17,148.309998,148.649994,147.630005,148.100006,148.100006,109870800
2007-09-18,148.830002,152.500000,148.130005,152.460007,152.460007,263759500
2007-09-19,153.410004,154.389999,152.710007,153.360001,153.360001,193779900
2007-09-20,153.339996,153.429993,152.110001,152.279999,152.279999,175186800
2007-09-21,152.710007,153.119995,151.740005,151.970001,151.970001,141457500
2007-09-24,152.419998,152.820007,151.360001,151.690002,151.690002,139450200
2007-09-25,150.809998,151.660004,150.470001,151.389999,151.389999,142289900
2007-09-26,152.250000,152.770004,151.389999,152.190002,152.190002,135547000
2007-09-27,152.910004,153.100006,152.190002,153.089996,153.089996,102713300
2007-09-28,152.850006,153.190002,151.979996,152.580002,152.580002,133372100
2007-10-01,152.600006,154.750000,152.500000,154.300003,154.300003,148162300
2007-10-02,154.610001,154.649994,153.809998,154.089996,154.089996,112978800
2007-10-03,153.809998,154.410004,153.009995,153.779999,153.779999,119055900
2007-10-04,154.110001,154.259995,153.589996,154.020004,154.020004,76864400
2007-10-05,155.029999,156.100006,154.630005,155.850006,155.850006,134579700
2007-10-08,155.389999,155.490005,154.770004,155.020004,155.020004,71280400
2007-10-09,155.600006,156.500000,155.029999,156.479996,156.479996,94054300
2007-10-10,156.039993,156.440002,155.410004,156.220001,156.220001,101711100
2007-10-11,156.929993,157.520004,154.539993,155.470001,155.470001,233529100
2007-10-12,155.460007,156.350006,155.270004,156.330002,156.330002,124546700
2007-10-15,156.270004,156.360001,153.940002,155.009995,155.009995,161151900
2007-10-16,154.410004,154.520004,153.470001,153.779999,153.779999,166525700
2007-10-17,154.979996,155.089996,152.470001,154.250000,154.250000,216687300
2007-10-18,153.449997,154.190002,153.080002,153.690002,153.690002,148367500
2007-10-19,153.089996,156.479996,149.660004,149.669998,149.669998,297169900
2007-10-22,148.860001,150.759995,148.660004,150.539993,150.539993,261989800
2007-10-23,151.460007,151.949997,150.250000,151.759995,151.759995,180085100
2007-10-24,151.210007,151.740005,148.839996,151.479996,151.479996,326694200
2007-10-25,151.649994,152.289993,149.880005,151.839996,151.839996,237374500
2007-10-26,153.059998,153.619995,151.899994,153.619995,153.619995,176484000
2007-10-29,153.929993,154.440002,153.550003,154.130005,154.130005,106841000
2007-10-30,153.449997,153.750000,152.869995,153.059998,153.059998,132981600
2007-10-31,153.979996,155.270004,152.839996,154.649994,154.649994,220954400
2007-11-01,153.289993,153.410004,150.589996,151.029999,151.029999,333040800
2007-11-02,151.529999,152.000000,149.210007,151.199997,151.199997,331228200
2007-11-05,149.639999,151.160004,148.970001,150.050003,150.050003,226841000
2007-11-06,150.860001,152.110001,149.899994,152.070007,152.070007,177800500
2007-11-07,150.440002,151.130005,147.550003,147.910004,147.910004,306639700
2007-11-08,147.990005,148.399994,145.070007,147.160004,147.160004,374509900
2007-11-09,145.690002,147.539993,144.889999,145.139999,145.139999,277745100
2007-11-12,145.210007,146.610001,143.699997,143.699997,143.699997,243087800
2007-11-13,145.369995,148.309998,145.220001,148.080002,148.080002,191117400
2007-11-14,149.220001,149.399994,146.779999,147.669998,147.669998,230558800
